-888 | 64.01574815044546
752 | 236.77215014498756
-856 | 721.1458636995546
-543 | 231.38497220305476
-985 | -425.3002567767629
-839 | -462.6615639177131
587 | 215.97159709337097
188 | -833.9535264769963
-807 | 728.999707790595
-560 | 97.30436824600497
680 | 910.8576104486433
482 | -120.14950668331971
-513 | 507.09047330288627
-727 | -503.7185125022173
826 | 378.44950883367414
-722 | 149.7015631657357
-319 | -733.3867460950022
-419 | 160.11893382737458
-143 | -754.4223886072893
503 | -247.39657411011694
